Displacement,Force
(mm),(kN)
"27.6665","172.8219"
"27.6681","172.8169"
"27.6699","172.8300"
"27.6718","172.8431"
"27.6734","172.8431"
"27.6748","172.8253"
"27.6763","172.8105"
"27.6780","172.8174"
"27.6799","172.8313"
"27.6816","172.8367"
"27.6831","172.8277"
"27.6846","172.8126"
"27.6863","172.8142"
"27.6882","172.8343"
"27.6901","172.8473"
"27.6917","172.8438"
"27.6931","172.8296"
"27.6947","172.8249"
"27.6966","172.8393"
"27.6985","172.8536"
"27.7001","172.8512"
"27.7015","172.8312"
"27.7029","172.8175"
"27.7047","172.8244"
"27.7066","172.8395"
"27.7083","172.8468"
"27.7098","172.8363"
"27.7113","172.8222"
"27.7130","172.8266"
"27.7149","172.8440"
"27.7168","172.8567"
"27.7184","172.8527"
"27.7198","172.8378"
"27.7214","172.8355"
"27.7233","172.8510"
"27.7251","172.8614"
"27.7267","172.8565"
"27.7281","172.8382"
"27.7296","172.8246"
"27.7313","172.8321"
"27.7332","172.8473"
"27.7349","172.8528"
"27.7364","172.8413"
"27.7379","172.8277"
"27.7396","172.8311"
"27.7415","172.8504"
"27.7434","172.8657"
"27.7450","172.8629"
"27.7465","172.8495"
"27.7481","172.8491"
"27.7500","172.8627"
"27.7518","172.8722"
"27.7534","172.8672"
"27.7548","172.8472"
"27.7563","172.8367"
"27.7581","172.8479"
"27.7599","172.8619"
"27.7616","172.8651"
"27.7631","172.8534"
"27.7646","172.8395"
"27.7663","172.8465"
"27.7683","172.8687"
"27.7701","172.8812"
"27.7717","172.8737"
"27.7731","172.8582"
"27.7748","172.8563"
"27.7767","172.8704"
"27.7785","172.8811"
"27.7800","172.8738"
"27.7814","172.8537"
"27.7829","172.8428"
"27.7847","172.8522"
"27.7865","172.8659"
"27.7882","172.8692"
"27.7897","172.8560"
"27.7912","172.8442"
"27.7930","172.8542"
"27.7949","172.8746"
"27.7968","172.8857"
"27.7983","172.8782"
"27.7998","172.8615"
"27.8014","172.8618"
"27.8033","172.8778"
"27.8051","172.8862"
"27.8067","172.8782"
"27.8081","172.8588"
"27.8096","172.8470"
"27.8114","172.8566"
"27.8132","172.8711"
"27.8149","172.8745"
"27.8164","172.8634"
"27.8179","172.8537"
"27.8197","172.8629"
"27.8216","172.8830"
"27.8234","172.8930"
"27.8250","172.8840"
"27.8265","172.8694"
"27.8281","172.8715"
"27.8300","172.8866"
"27.8318","172.8954"
"27.8334","172.8868"
"27.8347","172.8655"
"27.8362","172.8570"
"27.8381","172.8701"
"27.8399","172.8854"
"27.8416","172.8873"
"27.8431","172.8734"
"27.8446","172.8626"
"27.8464","172.8726"
"27.8483","172.8918"
"27.8501","172.9014"
"27.8516","172.8920"
"27.8531","172.8781"
"27.8548","172.8811"
"27.8567","172.8968"
"27.8585","172.9040"
"27.8600","172.8945"
"27.8614","172.8750"
"27.8629","172.8680"
"27.8648","172.8816"
"27.8666","172.8960"
"27.8683","172.8963"
"27.8697","172.8823"
"27.8713","172.8719"
"27.8731","172.8824"
"27.8750","172.9016"
"27.8768","172.9103"
"27.8783","172.8987"
"27.8798","172.8841"
"27.8815","172.8881"
"27.8834","172.9017"
"27.8851","172.9077"
"27.8866","172.8980"
"27.8880","172.8788"
"27.8896","172.8737"
"27.8914","172.8868"
"27.8933","172.8984"
"27.8949","172.8979"
"27.8964","172.8837"
"27.8979","172.8740"
"27.8997","172.8862"
"27.9016","172.9055"
"27.9034","172.9132"
"27.9049","172.9032"
"27.9064","172.8903"
"27.9081","172.8943"
"27.9100","172.9101"
"27.9118","172.9183"
"27.9133","172.9065"
"27.9147","172.8875"
"27.9163","172.8835"
"27.9181","172.8972"
"27.9199","172.9094"
"27.9216","172.9082"
"27.9230","172.8927"
"27.9246","172.8849"
"27.9264","172.8993"
"27.9284","172.9168"
"27.9301","172.9216"
"27.9316","172.9088"
"27.9331","172.8959"
"27.9348","172.9040"
"27.9367","172.9208"
"27.9385","172.9254"
"27.9400","172.9123"
"27.9413","172.8928"
"27.9429","172.8885"
"27.9448","172.9030"
"27.9466","172.9152"
"27.9482","172.9120"
"27.9497","172.8969"
"27.9512","172.8900"
"27.9531","172.9032"
"27.9550","172.9210"
"27.9567","172.9272"
"27.9582","172.9156"
"27.9597","172.9058"
"27.9615","172.9149"
"27.9634","172.9293"
"27.9651","172.9342"
"27.9666","172.9208"
"27.9680","172.9007"
"27.9696","172.8985"
"27.9715","172.9134"
"27.9733","172.9234"
"27.9749","172.9216"
"27.9764","172.9068"
"27.9779","172.8994"
"27.9798","172.9148"
"27.9817","172.9339"
"27.9834","172.9384"
"27.9849","172.9266"
"27.9865","172.9167"
"27.9882","172.9229"
"27.9901","172.9366"
"27.9918","172.9406"
"27.9932","172.9255"
"27.9946","172.9082"
"27.9963","172.9087"
"27.9981","172.9225"
"27.9999","172.9330"
"28.0015","172.9290"
"28.0030","172.9121"
"28.0045","172.9070"
"28.0064","172.9252"
"28.0084","172.9437"
"28.0101","172.9483"
"28.0116","172.9355"
"28.0131","172.9238"
"28.0149","172.9329"
"28.0167","172.9485"
"28.0185","172.9516"
"28.0199","172.9372"
"28.0213","172.9198"
"28.0230","172.9192"
"28.0248","172.9340"
"28.0266","172.9440"
"28.0282","172.9380"
"28.0296","172.9238"
"28.0313","172.9225"
"28.0332","172.9395"
"28.0351","172.9572"
"28.0368","172.9587"
"28.0382","172.9426"
"28.0398","172.9337"
"28.0416","172.9445"
"28.0434","172.9561"
"28.0451","172.9579"
"28.0466","172.9417"
"28.0480","172.9225"
"28.0496","172.9231"
"28.0515","172.9379"
"28.0533","172.9464"
"28.0548","172.9412"
"28.0563","172.9267"
"28.0579","172.9237"
"28.0598","172.9399"
"28.0617","172.9558"
"28.0634","172.9561"
"28.0648","172.9425"
"28.0664","172.9354"
"28.0682","172.9452"
"28.0701","172.9587"
"28.0718","172.9596"
"28.0732","172.9404"
"28.0746","172.9234"
"28.0763","172.9273"
"28.0782","172.9428"
"28.0800","172.9536"
"28.0815","172.9475"
"28.0830","172.9310"
"28.0846","172.9308"
"28.0865","172.9489"
"28.0884","172.9625"
"28.0901","172.9623"
"28.0915","172.9480"
"28.0931","172.9395"
"28.0949","172.9512"
"28.0968","172.9640"
"28.0984","172.9616"
"28.0998","172.9442"
"28.1013","172.9289"
"28.1030","172.9328"
"28.1048","172.9494"
"28.1066","172.9581"
"28.1081","172.9481"
"28.1096","172.9331"
"28.1112","172.9343"
"28.1131","172.9512"
"28.1150","172.9673"
"28.1167","172.9675"
"28.1182","172.9520"
"28.1197","172.9465"
"28.1216","172.9587"
"28.1234","172.9698"
"28.1251","172.9696"
"28.1265","172.9532"
"28.1279","172.9376"
"28.1297","172.9445"
"28.1315","172.9611"
"28.1333","172.9679"
"28.1348","172.9603"
"28.1363","172.9460"
"28.1379","172.9462"
"28.1399","172.9666"
"28.1418","172.9823"
"28.1434","172.9787"
"28.1449","172.9644"
"28.1464","172.9592"
"28.1483","172.9712"
"28.1501","172.9849"
"28.1518","172.9828"
"28.1532","172.9640"
"28.1546","172.9511"
"28.1564","172.9577"
"28.1582","172.9705"
"28.1599","172.9776"
"28.1615","172.9689"
"28.1629","172.9535"
"28.1646","172.9568"
"28.1665","172.9761"
"28.1684","172.9887"
"28.1700","172.9863"
"28.1714","172.9711"
"28.1730","172.9666"
"28.1749","172.9833"
"28.1768","172.9972"
"28.1784","172.9945"
"28.1798","172.9765"
"28.1813","172.9621"
"28.1830","172.9677"
"28.1849","172.9840"
"28.1866","172.9905"
"28.1881","172.9793"
"28.1896","172.9665"
"28.1913","172.9711"
"28.1932","172.9885"
"28.1951","173.0026"
"28.1967","172.9980"
"28.1981","172.9825"
"28.1998","172.9817"
"28.2017","172.9962"
"28.2035","173.0059"
"28.2051","173.0022"
"28.2065","172.9822"
"28.2079","172.9681"
"28.2097","172.9766"
"28.2115","172.9911"
"28.2133","172.9949"
"28.2148","172.9846"
"28.2162","172.9711"
"28.2179","172.9750"
"28.2199","172.9955"
"28.2217","173.0091"
"28.2233","173.0045"
"28.2248","172.9923"
"28.2265","172.9916"
"28.2283","173.0040"
"28.2301","173.0142"
"28.2317","173.0070"
"28.2331","172.9863"
"28.2346","172.9762"
"28.2364","172.9868"
"28.2383","172.9998"
"28.2400","173.0043"
"28.2414","172.9911"
"28.2429","172.9769"
"28.2447","172.9861"
"28.2466","173.0074"
"28.2485","173.0178"
"28.2500","173.0109"
"28.2515","172.9949"
"28.2531","172.9926"
"28.2550","173.0075"
"28.2568","173.0168"
"28.2584","173.0085"
"28.2597","172.9889"
"28.2612","172.9778"
"28.2630","172.9867"
"28.2649","173.0012"
"28.2666","173.0038"
"28.2680","172.9908"
"28.2695","172.9799"
"28.2713","172.9897"
"28.2733","173.0094"
"28.2751","173.0214"
"28.2766","173.0140"
"28.2781","172.9982"
"28.2798","172.9996"
"28.2817","173.0165"
"28.2835","173.0256"
"28.2850","173.0195"
"28.2864","173.0001"
"28.2879","172.9892"
"28.2897","173.0001"
"28.2915","173.0141"
"28.2932","173.0171"
"28.2948","173.0068"
"28.2963","172.9969"
"28.2981","173.0064"
"28.3000","173.0272"
"28.3018","173.0370"
"28.3033","173.0262"
"28.3048","173.0119"
"28.3065","173.0144"
"28.3084","173.0275"
"28.3101","173.0347"
"28.3117","173.0248"
"28.3130","173.0031"
"28.3146","172.9951"
"28.3164","173.0089"
"28.3182","173.0226"
"28.3199","173.0254"
"28.3214","173.0125"
"28.3229","173.0002"
"28.3247","173.0100"
"28.3266","173.0291"
"28.3284","173.0367"
"28.3300","173.0280"
"28.3314","173.0142"
"28.3331","173.0162"
"28.3350","173.0317"
"28.3368","173.0397"
"28.3383","173.0289"
"28.3397","173.0097"
"28.3413","173.0045"
"28.3431","173.0176"
"28.3450","173.0328"
"28.3466","173.0339"
"28.3481","173.0175"
"28.3496","173.0076"
"28.3514","173.0197"
"28.3533","173.0384"
"28.3551","173.0468"
"28.3566","173.0366"
"28.3581","173.0222"
"28.3598","173.0264"
"28.3617","173.0415"
"28.3635","173.0487"
"28.3650","173.0393"
"28.3664","173.0200"
"28.3679","173.0140"
"28.3698","173.0284"
"28.3716","173.0407"
"28.3732","173.0386"
"28.3747","173.0240"
"28.3762","173.0155"
"28.3780","173.0273"
"28.3800","173.0461"
"28.3817","173.0533"
"28.3832","173.0417"
"28.3847","173.0291"
"28.3865","173.0353"
"28.3884","173.0510"
"28.3901","173.0583"
"28.3916","173.0471"
"28.3930","173.0273"
"28.3946","173.0241"
"28.3965","173.0375"
"28.3983","173.0475"
"28.3999","173.0456"
"28.4014","173.0304"
"28.4029","173.0221"
"28.4048","173.0371"
"28.4067","173.0556"
"28.4084","173.0591"
"28.4099","173.0455"
"28.4114","173.0335"
"28.4132","173.0404"
"28.4151","173.0562"
"28.4168","173.0620"
"28.4183","173.0483"
"28.4197","173.0285"
"28.4213","173.0254"
"28.4231","173.0388"
"28.4249","173.0494"
"28.4265","173.0467"
"28.4280","173.0316"
"28.4296","173.0245"
"28.4314","173.0384"
"28.4333","173.0561"
"28.4351","173.0624"
"28.4366","173.0520"
"28.4381","173.0412"
"28.4399","173.0498"
"28.4418","173.0655"
"28.4435","173.0693"
"28.4450","173.0545"
"28.4463","173.0351"
"28.4479","173.0328"
"28.4498","173.0474"
"28.4516","173.0587"
"28.4532","173.0557"
"28.4547","173.0405"
"28.4562","173.0340"
"28.4581","173.0486"
"28.4600","173.0678"
"28.4618","173.0738"
"28.4633","173.0618"
"28.4648","173.0510"
"28.4666","173.0581"
"28.4684","173.0710"
"28.4701","173.0738"
"28.4716","173.0593"
"28.4730","173.0412"
"28.4746","173.0414"
"28.4765","173.0561"
"28.4783","173.0663"
"28.4799","173.0608"
"28.4813","173.0443"
"28.4829","173.0390"
"28.4848","173.0567"
"28.4867","173.0759"
"28.4884","173.0806"
"28.4899","173.0667"
"28.4914","173.0553"
"28.4932","173.0642"
"28.4951","173.0780"
"28.4968","173.0801"
"28.4982","173.0657"
"28.4997","173.0479"
"28.5013","173.0476"
"28.5032","173.0618"
"28.5050","173.0703"
"28.5065","173.0641"
"28.5080","173.0505"
"28.5096","173.0489"
"28.5115","173.0659"
"28.5134","173.0834"
"28.5151","173.0840"
"28.5166","173.0677"
"28.5181","173.0592"
"28.5199","173.0696"
"28.5218","173.0821"
"28.5235","173.0835"
"28.5249","173.0666"
"28.5263","173.0480"
"28.5279","173.0494"
"28.5298","173.0635"
"28.5316","173.0724"
"28.5332","173.0687"
"28.5346","173.0538"
"28.5363","173.0509"
"28.5381","173.0684"
"28.5400","173.0838"
"28.5417","173.0841"
"28.5432","173.0710"
"28.5448","173.0635"
"28.5466","173.0741"
"28.5484","173.0883"
"28.5501","173.0881"
"28.5515","173.0699"
"28.5529","173.0545"
"28.5546","173.0591"
"28.5565","173.0749"
"28.5583","173.0852"
"28.5599","173.0778"
"28.5613","173.0623"
"28.5630","173.0630"
"28.5649","173.0805"
"28.5667","173.0942"
"28.5684","173.0943"
"28.5699","173.0787"
"28.5714","173.0708"
"28.5732","173.0837"
"28.5751","173.0962"
"28.5767","173.0945"
"28.5782","173.0778"
"28.5796","173.0618"
"28.5813","173.0658"
"28.5832","173.0838"
"28.5850","173.0921"
"28.5865","173.0825"
"28.5879","173.0677"
"28.5896","173.0673"
"28.5915","173.0848"
"28.5934","173.1020"
"28.5951","173.1015"
"28.5965","173.0857"
"28.5981","173.0800"
"28.5999","173.0926"
"28.6018","173.1036"
"28.6034","173.1035"
"28.6049","173.0868"
"28.6063","173.0712"
"28.6080","173.0776"
"28.6099","173.0924"
"28.6116","173.0981"
"28.6132","173.0906"
"28.6146","173.0759"
"28.6163","173.0764"
"28.6182","173.0964"
"28.6201","173.1119"
"28.6217","173.1088"
"28.6232","173.0940"
"28.6248","173.0880"
"28.6266","173.0998"
"28.6284","173.1135"
"28.6301","173.1122"
"28.6315","173.0933"
"28.6329","173.0811"
"28.6347","173.0881"
"28.6365","173.1006"
"28.6383","173.1075"
"28.6398","173.0978"
"28.6412","173.0823"
"28.6429","173.0867"
"28.6449","173.1068"
"28.6467","173.1190"
"28.6483","173.1163"
"28.6498","173.1015"
"28.6514","173.0972"
"28.6533","173.1136"
"28.6551","173.1271"
"28.6568","173.1231"
"28.6582","173.1054"
"28.6596","173.0912"
"28.6613","173.0969"
"28.6632","173.1127"
"28.6650","173.1201"
"28.6665","173.1090"
"28.6679","173.0955"
"28.6697","173.0994"
"28.6716","173.1162"
"28.6734","173.1292"
"28.6750","173.1251"
"28.6765","173.1092"
"28.6781","173.1089"
"28.6800","173.1240"
"28.6818","173.1327"
"28.6834","173.1280"
"28.6848","173.1082"
"28.6863","173.0942"
"28.6880","173.1036"
"28.6899","173.1177"
"28.6916","173.1201"
"28.6931","173.1088"
"28.6946","173.0945"
"28.6963","173.0974"
"28.6982","173.1168"
"28.7001","173.1304"
"28.7017","173.1255"
"28.7031","173.1130"
"28.7048","173.1128"
"28.7066","173.1259"
"28.7085","173.1361"
"28.7100","173.1301"
"28.7114","173.1099"
"28.7129","173.1005"
"28.7147","173.1114"
"28.7166","173.1245"
"28.7183","173.1288"
"28.7198","173.1157"
"28.7212","173.1012"
"28.7230","173.1103"
"28.7250","173.1319"
"28.7268","173.1434"
"28.7284","173.1367"
"28.7298","173.1216"
"28.7315","173.1193"
"28.7333","173.1343"
"28.7351","173.1439"
"28.7367","173.1359"
"28.7381","173.1172"
"28.7396","173.1065"
"28.7414","173.1150"
"28.7432","173.1293"
"28.7449","173.1321"
"28.7464","173.1184"
"28.7479","173.1082"
"28.7497","173.1186"
"28.7516","173.1381"
"28.7534","173.1505"
"28.7550","173.1424"
"28.7564","173.1257"
"28.7581","173.1273"
"28.7600","173.1430"
"28.7618","173.1509"
"28.7634","173.1434"
"28.7647","173.1231"
"28.7663","173.1123"
"28.7681","173.1234"
"28.7699","173.1367"
"28.7716","173.1387"
"28.7731","173.1290"
"28.7746","173.1192"
"28.7764","173.1277"
"28.7783","173.1480"
"28.7801","173.1574"
"28.7817","173.1465"
"28.7831","173.1321"
"28.7848","173.1336"
"28.7867","173.1468"
"28.7885","173.1550"
"28.7900","173.1450"
"28.7914","173.1235"
"28.7929","173.1162"
"28.7947","173.1288"
"28.7966","173.1417"
"28.7983","173.1448"
"28.7997","173.1316"
"28.8012","173.1199"
"28.8030","173.1302"
"28.8049","173.1483"
"28.8067","173.1565"
"28.8083","173.1489"
"28.8097","173.1351"
"28.8115","173.1371"
"28.8133","173.1537"
"28.8151","173.1610"
"28.8166","173.1509"
"28.8180","173.1329"
"28.8196","173.1269"
"28.8214","173.1402"
"28.8233","173.1555"
"28.8250","173.1561"
"28.8264","173.1401"
"28.8279","173.1308"
"28.8297","173.1423"
"28.8316","173.1608"
"28.8334","173.1698"
"28.8350","173.1590"
"28.8364","173.1443"
"28.8382","173.1499"
"28.8400","173.1650"
"28.8418","173.1709"
"28.8433","173.1618"
"28.8447","173.1433"
"28.8463","173.1373"
"28.8481","173.1512"
"28.8499","173.1629"
"28.8516","173.1599"
"28.8530","173.1453"
"28.8545","173.1370"
"28.8564","173.1484"
"28.8583","173.1676"
"28.8601","173.1744"
"28.8616","173.1625"
"28.8631","173.1505"
"28.8648","173.1565"
"28.8667","173.1719"
"28.8685","173.1793"
"28.8700","173.1672"
"28.8714","173.1475"
"28.8730","173.1440"
"28.8748","173.1573"
"28.8766","173.1671"
"28.8783","173.1647"
"28.8797","173.1490"
"28.8812","173.1408"
"28.8831","173.1559"
"28.8850","173.1735"
"28.8867","173.1767"
"28.8882","173.1646"
"28.8897","173.1531"
"28.8915","173.1605"
"28.8934","173.1779"
"28.8952","173.1838"
"28.8966","173.1699"
"28.8980","173.1497"
"28.8996","173.1465"
"28.9014","173.1601"
"28.9033","173.1720"
"28.9049","173.1691"
"28.9063","173.1532"
"28.9079","173.1464"
"28.9097","173.1619"
"28.9116","173.1798"
"28.9134","173.1878"
"28.9149","173.1773"
"28.9164","173.1668"
"28.9182","173.1769"
"28.9201","173.1920"
"28.9218","173.1950"
"28.9233","173.1810"
"28.9247","173.1613"
"28.9263","173.1592"
"28.9281","173.1750"
"28.9299","173.1863"
"28.9316","173.1821"
"28.9330","173.1670"
"28.9346","173.1611"
"28.9364","173.1762"
"28.9384","173.1968"
"28.9401","173.2027"
"28.9416","173.1896"
"28.9432","173.1800"
"28.9449","173.1881"
"28.9468","173.1996"
"28.9485","173.2019"
"28.9499","173.1866"
"28.9513","173.1681"
"28.9530","173.1688"
"28.9548","173.1833"
"28.9566","173.1927"
"28.9582","173.1882"
"28.9596","173.1729"
"28.9612","173.1687"
"28.9631","173.1870"
"28.9650","173.2055"
"28.9668","173.2075"
"28.9683","173.1936"
"28.9698","173.1822"
"28.9715","173.1911"
"28.9734","173.2052"
"28.9751","173.2074"
"28.9766","173.1917"
"28.9780","173.1739"
"28.9796","173.1736"
"28.9815","173.1874"
"28.9833","173.1973"
"28.9849","173.1929"
"28.9863","173.1780"
"28.9880","173.1760"
"28.9899","173.1941"
"28.9918","173.2108"
"28.9935","173.2117"
"28.9949","173.1957"
"28.9964","173.1861"
"28.9982","173.1969"
"29.0001","173.2102"
"29.0018","173.2107"
"29.0032","173.1937"
"29.0046","173.1757"
"29.0063","173.1765"
"29.0081","173.1913"
"29.0099","173.2000"
"29.0115","173.1943"
"29.0130","173.1804"
"29.0146","173.1782"
"29.0165","173.1952"
"29.0184","173.2115"
"29.0200","173.2120"
"29.0215","173.1973"
"29.0231","173.1896"
"29.0249","173.2003"
"29.0268","173.2131"
"29.0284","173.2122"
"29.0298","173.1934"
"29.0313","173.1763"
"29.0330","173.1807"
"29.0348","173.1969"
"29.0366","173.2056"
"29.0382","173.1988"
"29.0396","173.1839"
"29.0413","173.1830"
"29.0432","173.2009"
"29.0451","173.2152"
"29.0467","173.2136"
"29.0482","173.1987"
"29.0498","173.1925"
"29.0516","173.2043"
"29.0534","173.2159"
"29.0551","173.2141"
"29.0565","173.1969"
"29.0579","173.1821"
"29.0596","173.1868"
"29.0615","173.2030"
"29.0633","173.2117"
"29.0648","173.2025"
"29.0662","173.1874"
"29.0679","173.1880"
"29.0698","173.2060"
"29.0717","173.2223"
"29.0734","173.2216"
"29.0748","173.2055"
"29.0764","173.1995"
"29.0783","173.2123"
"29.0801","173.2242"
"29.0818","173.2245"
"29.0832","173.2077"
"29.0846","173.1926"
"29.0864","173.1992"
"29.0882","173.2144"
"29.0900","173.2202"
"29.0915","173.2128"
"29.0929","173.1981"
"29.0946","173.1993"
"29.0965","173.2202"
"29.0984","173.2351"
"29.1001","173.2312"
"29.1015","173.2166"
"29.1031","173.2114"
"29.1049","173.2231"
"29.1068","173.2372"
"29.1084","173.2356"
"29.1098","173.2165"
"29.1113","173.2038"
"29.1130","173.2106"
"29.1149","173.2234"
"29.1166","173.2301"
"29.1181","173.2200"
"29.1196","173.2049"
"29.1213","173.2090"
"29.1232","173.2285"
"29.1251","173.2396"
"29.1267","173.2367"
"29.1281","173.2213"
"29.1298","173.2170"
"29.1316","173.2332"
"29.1335","173.2461"
"29.1351","173.2415"
"29.1365","173.2225"
"29.1380","173.2083"
"29.1397","173.2140"
"29.1416","173.2299"
"29.1433","173.2355"
"29.1448","173.2231"
"29.1463","173.2093"
"29.1480","173.2129"
"29.1499","173.2292"
"29.1518","173.2422"
"29.1534","173.2377"
"29.1548","173.2214"
"29.1565","173.2201"
"29.1583","173.2345"
"29.1601","173.2431"
"29.1617","173.2385"
"29.1631","173.2181"
"29.1646","173.2037"
"29.1663","173.2123"
"29.1682","173.2271"
"29.1699","173.2299"
"29.1714","173.2183"
"29.1729","173.2046"
"29.1746","173.2082"
"29.1765","173.2282"
"29.1784","173.2428"
"29.1800","173.2381"
"29.1815","173.2250"
"29.1831","173.2255"
"29.1850","173.2380"
"29.1868","173.2472"
"29.1884","173.2416"
"29.1897","173.2213"
"29.1913","173.2115"
"29.1931","173.2222"
"29.1949","173.2343"
"29.1966","173.2377"
"29.1981","173.2251"
"29.1996","173.2114"
"29.2013","173.2201"
"29.2033","173.2420"
"29.2051","173.2530"
"29.2067","173.2457"
"29.2081","173.2298"
"29.2098","173.2276"
"29.2116","173.2411"
"29.2134","173.2503"
"29.2150","173.2427"
"29.2164","173.2235"
"29.2179","173.2135"
"29.2197","173.2224"
"29.2215","173.2362"
"29.2232","173.2405"
"29.2247","173.2277"
"29.2262","173.2175"
"29.2280","173.2284"
"29.2299","173.2475"
"29.2318","173.2592"
"29.2333","173.2519"
"29.2348","173.2361"
"29.2365","173.2368"
"29.2383","173.2521"
"29.2401","173.2605"
"29.2417","173.2532"
"29.2431","173.2333"
"29.2446","173.2224"
"29.2464","173.2339"
"29.2482","173.2483"
"29.2499","173.2514"
"29.2514","173.2409"
"29.2529","173.2312"
"29.2547","173.2398"
"29.2567","173.2597"
"29.2585","173.2693"
"29.2600","173.2595"
"29.2615","173.2460"
"29.2632","173.2480"
"29.2650","173.2614"
"29.2668","173.2692"
"29.2683","173.2597"
"29.2697","173.2386"
"29.2712","173.2310"
"29.2731","173.2440"
"29.2749","173.2581"
"29.2766","173.2603"
"29.2781","173.2471"
"29.2796","173.2360"
"29.2814","173.2464"
"29.2833","173.2660"
"29.2851","173.2749"
"29.2866","173.2659"
"29.2881","173.2518"
"29.2898","173.2542"
"29.2917","173.2695"
"29.2935","173.2768"
"29.2950","173.2665"
"29.2964","173.2475"
"29.2979","173.2423"
"29.2998","173.2570"
"29.3016","173.2712"
"29.3033","173.2710"
"29.3047","173.2558"
"29.3062","173.2454"
"29.3081","173.2568"
"29.3100","173.2754"
"29.3118","173.2829"
"29.3133","173.2712"
"29.3148","173.2567"
"29.3165","173.2603"
"29.3184","173.2727"
"29.3201","173.2779"
"29.3216","173.2669"
"29.3230","173.2482"
"29.3246","173.2435"
"29.3264","173.2574"
"29.3283","173.2692"
"29.3299","173.2676"
"29.3313","173.2530"
"29.3329","173.2442"
"29.3347","173.2570"
"29.3366","173.2755"
"29.3384","173.2826"
"29.3399","173.2718"
"29.3414","173.2599"
"29.3432","173.2656"
"29.3450","173.2818"
"29.3468","173.2884"
"29.3483","173.2763"
"29.3497","173.2579"
"29.3513","173.2553"
"29.3531","173.2694"
"29.3549","173.2810"
"29.3566","173.2792"
"29.3580","173.2641"
"29.3596","173.2570"
"29.3614","173.2716"
"29.3634","173.2896"
"29.3651","173.2940"
"29.3666","173.2801"
"29.3681","173.2677"
"29.3698","173.2756"
"29.3717","173.2919"
"29.3735","173.2974"
"29.3750","173.2852"
"29.3763","173.2660"
"29.3779","173.2624"
"29.3798","173.2766"
"29.3816","173.2883"
"29.3832","173.2856"
"29.3846","173.2703"
"29.3862","173.2636"
"29.3881","173.2777"
"29.3900","173.2960"
"29.3917","173.3020"
"29.3932","173.2902"
"29.3947","173.2802"
"29.3965","173.2889"
"29.3984","173.3032"
"29.4002","173.3075"
"29.4016","173.2930"
"29.4030","173.2728"
"29.4046","173.2701"
"29.4065","173.2842"
"29.4083","173.2943"
"29.4099","173.2909"
"29.4114","173.2753"
"29.4129","173.2686"
"29.4148","173.2840"
"29.4167","173.3019"
"29.4184","173.3056"
"29.4199","173.2924"
"29.4215","173.2827"
"29.4232","173.2900"
"29.4251","173.3031"
"29.4268","173.3050"
"29.4282","173.2895"
"29.4296","173.2710"
"29.4313","173.2704"
"29.4331","173.2852"
"29.4349","173.2957"
"29.4365","173.2914"
"29.4379","173.2753"
"29.4395","173.2717"
"29.4414","173.2898"
"29.4434","173.3083"
"29.4451","173.3124"
"29.4466","173.2983"
"29.4481","173.2869"
"29.4499","173.2961"
"29.4517","173.3101"
"29.4534","173.3122"
"29.4549","173.2979"
"29.4563","173.2798"
"29.4580","173.2799"
"29.4598","173.2951"
"29.4616","173.3042"
"29.4632","173.2978"
"29.4646","173.2840"
"29.4663","173.2825"
"29.4682","173.2998"
"29.4701","173.3171"
"29.4718","173.3175"
"29.4732","173.3007"
"29.4747","173.2923"
"29.4766","173.3025"
"29.4784","173.3151"
"29.4801","173.3163"
"29.4816","173.2991"
"29.4830","173.2795"
"29.4846","173.2807"
"29.4865","173.2952"
"29.4883","173.3035"
"29.4898","173.2986"
"29.4913","173.2842"
"29.4929","173.2819"
"29.4948","173.2991"
"29.4967","173.3144"
"29.4984","173.3130"
"29.4998","173.2993"
"29.5014","173.2922"
"29.5032","173.3020"
"29.5051","173.3159"
"29.5068","173.3161"
"29.5082","173.2976"
"29.5096","173.2813"
"29.5113","173.2856"
"29.5132","173.3014"
"29.5150","173.3121"
"29.5165","173.3067"
"29.5180","173.2908"
"29.5196","173.2909"
"29.5215","173.3099"
"29.5234","173.3235"
"29.5251","173.3220"
"29.5265","173.3075"
"29.5281","173.2990"
"29.5299","173.3107"
"29.5318","173.3231"
"29.5334","173.3202"
"29.5348","173.3034"
"29.5363","173.2889"
"29.5380","173.2934"
"29.5399","173.3104"
"29.5416","173.3191"
"29.5432","173.3088"
"29.5446","173.2936"
"29.5462","173.2958"
"29.5482","173.3135"
"29.5500","173.3292"
"29.5517","173.3297"
"29.5532","173.3136"
"29.5547","173.3072"
"29.5566","173.3197"
"29.5584","173.3308"
"29.5601","173.3299"
"29.5615","173.3140"
"29.5630","173.2986"
"29.5647","173.3044"
"29.5666","173.3202"
"29.5683","173.3252"
"29.5698","173.3154"
"29.5713","173.3022"
"29.5730","173.3033"
"29.5749","173.3218"
"29.5768","173.3373"
"29.5784","173.3326"
"29.5798","173.3163"
"29.5814","173.3115"
"29.5833","173.3232"
"29.5851","173.3349"
"29.5868","173.3340"
"29.5882","173.3144"
"29.5896","173.2995"
"29.5914","173.3064"
"29.5932","173.3190"
"29.5949","173.3240"
"29.5964","173.3149"
"29.5979","173.2996"
"29.5996","173.3020"
"29.6015","173.3221"
"29.6034","173.3348"
"29.6050","173.3310"
"29.6065","173.3173"
